"week","team","opponent_team"
"13","JAX","DET"
"13","NYJ","MIN"
"13","NYG","WAS"
"13","TEN","PHI"
"13","ATL","PIT"
"13","CHI","GB"
"13","MIA","SF"
"13","LA","SEA"
"13","KC","CIN"
"13","LAC","LV"
"13","IND","DAL"
"13","NO","TB"
"14","LA","LV"
"14","BUF","NYJ"
"14","CIN","CLE"
"14","DAL","HOU"
"14","DET","MIN"
"14","JAX","TEN"
"14","PHI","NYG"
"14","BAL","PIT"
"14","KC","DEN"
"14","CAR","SEA"
"14","SF","TB"
"14","LAC","MIA"
"14","NE","ARI"
"14","LV","LA"
"14","NYJ","BUF"
"14","CLE","CIN"
"14","HOU","DAL"
"14","MIN","DET"
"14","TEN","JAX"
"14","NYG","PHI"
"14","PIT","BAL"
"14","DEN","KC"
"14","SEA","CAR"
"14","TB","SF"
"14","MIA","LAC"
"14","ARI","NE"
"15","SF","SEA"
"15","MIN","IND"
"15","CLE","BAL"
"15","BUF","MIA"
"15","NO","ATL"
"15","PIT","CAR"
"15","PHI","CHI"
"15","JAX","DAL"
"15","DET","NYJ"
"15","KC","HOU"
"15","DEN","ARI"
"15","CIN","TB"
"15","LAC","TEN"
"15","NYG","WAS"
"15","LV","NE"
"15","GB","LA"
"15","SEA","SF"
"15","IND","MIN"
"15","BAL","CLE"
"15","MIA","BUF"
"15","ATL","NO"
"15","CAR","PIT"
"15","CHI","PHI"
"15","DAL","JAX"
"15","NYJ","DET"
"15","HOU","KC"
"15","ARI","DEN"
"15","TB","CIN"
"15","TEN","LAC"
"15","WAS","NYG"
"15","NE","LV"
"15","LA","GB"
"16","JAX","NYJ"
"16","BAL","ATL"
"16","BUF","CHI"
"16","CAR","DET"
"16","CIN","NE"
"16","NO","CLE"
"16","HOU","TEN"
"16","KC","SEA"
"16","MIN","NYG"
"16","SF","WAS"
"16","DAL","PHI"
"16","PIT","LV"
"16","GB","MIA"
"16","LA","DEN"
"16","TB","ARI"
"16","LAC","IND"
"16","NYJ","JAX"
"16","ATL","BAL"
"16","CHI","BUF"
"16","DET","CAR"
"16","NE","CIN"
"16","CLE","NO"
"16","TEN","HOU"
"16","SEA","KC"
"16","NYG","MIN"
"16","WAS","SF"
"16","PHI","DAL"
"16","LV","PIT"
"16","MIA","GB"
"16","DEN","LA"
"16","ARI","TB"
"16","IND","LAC"
"17","DAL","TEN"
"17","ATL","ARI"
"17","TB","CAR"
"17","DET","CHI"
"17","CLE","WAS"
"17","NYG","IND"
"17","KC","DEN"
"17","JAX","HOU"
"17","NE","MIA"
"17","NO","PHI"
"17","SEA","NYJ"
"17","SF","LV"
"17","GB","MIN"
"17","LAC","LA"
"17","PIT","BAL"
"17","TEN","DAL"
"17","ARI","ATL"
"17","CAR","TB"
"17","CHI","DET"
"17","WAS","CLE"
"17","IND","NYG"
"17","DEN","KC"
"17","HOU","JAX"
"17","MIA","NE"
"17","PHI","NO"
"17","NYJ","SEA"
"17","LV","SF"
"17","MIN","GB"
"17","LA","LAC"
"17","BAL","PIT"
"18","KC","LV"
"18","JAX","TEN"
"18","BUF","NE"
"18","CIN","BAL"
"18","ATL","TB"
"18","CAR","NO"
"18","MIN","CHI"
"18","PIT","CLE"
"18","HOU","IND"
"18","MIA","NYJ"
"18","SF","ARI"
"18","WAS","DAL"
"18","DEN","LAC"
"18","PHI","NYG"
"18","SEA","LA"
"18","DET","GB"
"18","LV","KC"
"18","TEN","JAX"
"18","NE","BUF"
"18","BAL","CIN"
"18","TB","ATL"
"18","NO","CAR"
"18","CHI","MIN"
"18","CLE","PIT"
"18","IND","HOU"
"18","NYJ","MIA"
"18","ARI","SF"
"18","DAL","WAS"
"18","LAC","DEN"
"18","NYG","PHI"
"18","LA","SEA"
"18","GB","DET"
"2","KC","LAC"
"2","NYG","CAR"
"2","NYJ","CLE"
"2","JAX","IND"
"2","DET","WAS"
"2","MIA","BAL"
"2","TB","NO"
"2","NE","PIT"
"2","LA","ATL"
"2","SF","SEA"
"2","DAL","CIN"
"2","ARI","LV"
"2","DEN","HOU"
"2","GB","CHI"
"2","BUF","TEN"
"2","PHI","MIN"
"2","LAC","KC"
"2","CAR","NYG"
"2","CLE","NYJ"
"2","IND","JAX"
"2","WAS","DET"
"2","BAL","MIA"
"2","NO","TB"
"2","PIT","NE"
"2","ATL","LA"
"2","SEA","SF"
"2","CIN","DAL"
"2","LV","ARI"
"2","HOU","DEN"
"2","CHI","GB"
"2","TEN","BUF"
"2","MIN","PHI"
"3","CLE","PIT"
"3","MIA","BUF"
"3","CAR","NO"
"3","CHI","HOU"
"3","CIN","NYJ"
"3","IND","KC"
"3","MIN","DET"
"3","BAL","NE"
"3","TEN","LV"
"3","PHI","WAS"
"3","JAX","LAC"
"3","ATL","SEA"
"3","LA","ARI"
"3","GB","TB"
"3","DEN","SF"
"3","DAL","NYG"
"3","PIT","CLE"
"3","BUF","MIA"
"3","NO","CAR"
"3","HOU","CHI"
"3","NYJ","CIN"
"3","KC","IND"
"3","DET","MIN"
"3","NE","BAL"
"3","LV","TEN"
"3","WAS","PHI"
"3","LAC","JAX"
"3","SEA","ATL"
"3","ARI","LA"
"3","TB","GB"
"3","SF","DEN"
"3","NYG","DAL"
"4","CIN","MIA"
"4","MIN","NO"
"4","ATL","CLE"
"4","BUF","BAL"
"4","NYG","CHI"
"4","TEN","IND"
"4","DAL","WAS"
"4","SEA","DET"
"4","LAC","HOU"
"4","PHI","JAX"
"4","NYJ","PIT"
"4","ARI","CAR"
"4","LV","DEN"
"4","GB","NE"
"4","KC","TB"
"4","SF","LA"
"4","MIA","CIN"
"4","NO","MIN"
"4","CLE","ATL"
"4","BAL","BUF"
"4","CHI","NYG"
"4","IND","TEN"
"4","WAS","DAL"
"4","DET","SEA"
"4","HOU","LAC"
"4","JAX","PHI"
"4","PIT","NYJ"
"4","CAR","ARI"
"4","DEN","LV"
"4","NE","GB"
"4","TB","KC"
"4","LA","SF"
"5","IND","DEN"
"5","NYG","GB"
"5","TB","ATL"
"5","BUF","PIT"
"5","MIN","CHI"
"5","LAC","CLE"
"5","NE","DET"
"5","HOU","JAX"
"5","NYJ","MIA"
"5","NO","SEA"
"5","TEN","WAS"
"5","SF","CAR"
"5","PHI","ARI"
"5","DAL","LA"
"5","BAL","CIN"
"5","KC","LV"
"5","DEN","IND"
"5","GB","NYG"
"5","ATL","TB"
"5","PIT","BUF"
"5","CHI","MIN"
"5","CLE","LAC"
"5","DET","NE"
"5","JAX","HOU"
"5","MIA","NYJ"
"5","SEA","NO"
"5","WAS","TEN"
"5","CAR","SF"
"5","ARI","PHI"
"5","LA","DAL"
"5","CIN","BAL"
"5","LV","KC"
"6","WAS","CHI"
"6","ATL","SF"
"6","CIN","NO"
"6","NE","CLE"
"6","IND","JAX"
"6","NYJ","GB"
"6","MIN","MIA"
"6","NYG","BAL"
"6","PIT","TB"
"6","LA","CAR"
"6","SEA","ARI"
"6","BUF","KC"
"6","PHI","DAL"
"6","LAC","DEN"
"6","CHI","WAS"
"6","SF","ATL"
"6","NO","CIN"
"6","CLE","NE"
"6","JAX","IND"
"6","GB","NYJ"
"6","MIA","MIN"
"6","BAL","NYG"
"6","TB","PIT"
"6","CAR","LA"
"6","ARI","SEA"
"6","KC","BUF"
"6","DAL","PHI"
"6","DEN","LAC"
"7","ARI","NO"
"7","CIN","ATL"
"7","CAR","TB"
"7","BAL","CLE"
"7","TEN","IND"
"7","DAL","DET"
"7","WAS","GB"
"7","NYG","JAX"
"7","LV","HOU"
"7","NYJ","DEN"
"7","KC","SF"
"7","SEA","LAC"
"7","MIA","PIT"
"7","CHI","NE"
"7","NO","ARI"
"7","ATL","CIN"
"7","TB","CAR"
"7","CLE","BAL"
"7","IND","TEN"
"7","DET","DAL"
"7","GB","WAS"
"7","JAX","NYG"
"7","HOU","LV"
"7","DEN","NYJ"
"7","SF","KC"
"7","LAC","SEA"
"7","PIT","MIA"
"7","NE","CHI"
"8","BAL","TB"
"8","DEN","JAX"
"8","MIA","DET"
"8","PHI","PIT"
"8","ATL","CAR"
"8","DAL","CHI"
"8","MIN","ARI"
"8","NO","LV"
"8","NE","NYJ"
"8","TEN","HOU"
"8","SF","LA"
"8","WAS","IND"
"8","SEA","NYG"
"8","BUF","GB"
"8","CLE","CIN"
"8","TB","BAL"
"8","JAX","DEN"
"8","DET","MIA"
"8","PIT","PHI"
"8","CAR","ATL"
"8","CHI","DAL"
"8","ARI","MIN"
"8","LV","NO"
"8","NYJ","NE"
"8","HOU","TEN"
"8","LA","SF"
"8","IND","WAS"
"8","NYG","SEA"
"8","GB","BUF"
"8","CIN","CLE"
"9","PHI","HOU"
"9","NYJ","BUF"
"9","DET","GB"
"9","MIN","WAS"
"9","LAC","ATL"
"9","CIN","CAR"
"9","MIA","CHI"
"9","NE","IND"
"9","JAX","LV"
"9","SEA","ARI"
"9","TB","LA"
"9","KC","TEN"
"9","BAL","NO"
"9","HOU","PHI"
"9","BUF","NYJ"
"9","GB","DET"
"9","WAS","MIN"
"9","ATL","LAC"
"9","CAR","CIN"
"9","CHI","MIA"
"9","IND","NE"
"9","LV","JAX"
"9","ARI","SEA"
"9","LA","TB"
"9","TEN","KC"
"9","NO","BAL"
