"player_id","player_name","position","recent_team","season","week","completions","attempts","passing_yards","passing_tds","interceptions","sacks","sack_yards","sack_fumbles","sack_fumbles_lost","passing_air_yards","passing_yards_after_catch","passing_first_downs","passing_epa","passing_2pt_conversions","pacr","dakota","carries","rushing_yards","rushing_tds","rushing_fumbles","rushing_fumbles_lost","rushing_first_downs","rushing_epa","rushing_2pt_conversions","receptions","targets","receiving_yards","receiving_tds","receiving_fumbles","receiving_fumbles_lost","receiving_air_yards","receiving_yards_after_catch","receiving_first_downs","receiving_epa","receiving_2pt_conversions","racr","target_share","air_yards_share","wopr","special_teams_tds","fantasy_points","fantasy_points_ppr","opponent_team"
"00-0025394","Adrian Peterson","RB","DET",2020,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,16,57,2,0,0,4,1.17945299911662,0,0,1,0,0,0,0,-7,0,0,-0.558311855886132,0,0,0.024390243902439,-0.0133587786259542,0.0272342208154906,0,17.7,17.7,NA
"00-0025394","Adrian Peterson","RB","DET",2020,14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,7,0,0,0,0,-1.66660396551015,0,1,1,23,0,0,0,-9,32,1,1.84033681993606,0,-2.55555555555556,0.0263157894736842,-0.0368852459016393,0.0136540120793788,0,3,4,NA
"00-0025394","Adrian Peterson","RB","DET",2020,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,6,23,0,0,0,1,-0.125029569433536,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,2.3,2.3,NA
"00-0025394","Adrian Peterson","RB","DET",2020,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,10,0,0,0,1,-1.14191987505183,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,1,1,NA
"00-0025394","Adrian Peterson","RB","DET",2020,17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,7,63,1,0,0,3,5.1729032646399,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,12.3,12.3,NA
"00-0027029","LeSean McCoy","RB","TB",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,2,0,0,0,3,-1,0,-0.530190130579285,0,0.666666666666667,0.0294117647058824,0.0102739726027397,0.0513094278807413,0,0.2,1.2,NA
"00-0027029","LeSean McCoy","RB","TB",2020,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,-5,0,0,0,0,-0.508930515381508,0,5,7,26,0,0,0,15,31,2,3.43048964250394,0,1.73333333333333,0.2,0.0641025641025641,0.344871794871795,0,2.1,7.1,NA
"00-0027029","LeSean McCoy","RB","TB",2020,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,4,24,0,0,0,8,16,0,-2.99979400329085,0,3,0.111111111111111,0.0255591054313099,0.184558040468584,0,2.4,4.4,NA
"00-0027029","LeSean McCoy","RB","TB",2020,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,3,0,0,0,0,-0.251843558158726,0,1,1,3,0,0,0,-4,7,0,-0.909321109764278,0,-0.75,0.0222222222222222,-0.00936768149882904,0.026775956284153,0,0.6,1.6,NA
"00-0027029","LeSean McCoy","RB","TB",2020,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,4,1,0,0,0,0,-3.73758246714715,0,1,1,6,0,0,0,1,5,1,0.697734157147352,0,6,0.037037037037037,0.00432900432900433,0.0585858585858586,0,0.7,1.7,NA
